Entity,Code,Year,Population of the top 100 most populous cities,Projected population of the top 100 most populous cities (Projected),Population of the top 100 most populous cities (Annotations),Projected population of the top 100 most populous cities (Annotations)
Abidjan,,1950,118449.73,,Côte d'Ivoire,
Abidjan,,1955,192180.8,,Côte d'Ivoire,
Abidjan,,1960,275050,,Côte d'Ivoire,
Abidjan,,1965,417559.72,,Côte d'Ivoire,
Abidjan,,1970,654105.8,,Côte d'Ivoire,
Abidjan,,1975,1024745.4,,Côte d'Ivoire,
Abidjan,,1980,1526280.8,,Côte d'Ivoire,
Abidjan,,1985,1935737.5,,Côte d'Ivoire,
Abidjan,,1990,2390247,,Côte d'Ivoire,
Abidjan,,1995,2896490.2,,Côte d'Ivoire,
Abidjan,,2000,3441805.8,,Côte d'Ivoire,
Abidjan,,2005,3963591,,Côte d'Ivoire,
Abidjan,,2010,4501574,,Côte d'Ivoire,
Abidjan,,2015,5105464.5,,Côte d'Ivoire,
Abidjan,,2020,6063950.5,6063950,Côte d'Ivoire,Côte d'Ivoire
Abidjan,,2025,,6621711,,Côte d'Ivoire
Abidjan,,2030,,7239280,,Côte d'Ivoire
Abidjan,,2035,,7835112,,Côte d'Ivoire
Abidjan,,2040,,8489866,,Côte d'Ivoire
Abidjan,,2045,,9126281,,Côte d'Ivoire
Abidjan,,2050,,9775147,,Côte d'Ivoire
Abidjan,,2055,,10331517,,Côte d'Ivoire
Abidjan,,2060,,10922087,,Côte d'Ivoire
Abidjan,,2065,,11429753,,Côte d'Ivoire
Abidjan,,2070,,11959907,,Côte d'Ivoire
Abidjan,,2075,,12461794,,Côte d'Ivoire
Abidjan,,2080,,12906766,,Côte d'Ivoire
Abidjan,,2085,,13369161,,Côte d'Ivoire
Abidjan,,2090,,13808990,,Côte d'Ivoire
Abidjan,,2095,,14240210,,Côte d'Ivoire
Abidjan,,2100,,14611676,,Côte d'Ivoire
Accra,,1950,256493.38,,Ghana,
Accra,,1955,355778.38,,Ghana,
Accra,,1960,493531.4,,Ghana,
Accra,,1965,587532,,Ghana,
Accra,,1970,721758.2,,Ghana,
Accra,,1975,856210.44,,Ghana,
Accra,,1980,1167570.8,,Ghana,
Accra,,1985,1423901.2,,Ghana,
Accra,,1990,1676167.9,,Ghana,
Accra,,1995,2166066.2,,Ghana,
Accra,,2000,2612070.5,,Ghana,
Accra,,2005,3224177.5,,Ghana,
Accra,,2010,3938129.5,,Ghana,
Accra,,2015,4598412.5,,Ghana,
Accra,,2020,5206925,5206925,Ghana,Ghana
Accra,,2025,,5592780,,Ghana
Accra,,2030,,5966460,,Ghana
Accra,,2035,,6309498,,Ghana
Accra,,2040,,6650884,,Ghana
Accra,,2045,,6977550,,Ghana
Accra,,2050,,7231113,,Ghana
Accra,,2055,,7470302,,Ghana
Accra,,2060,,7653664,,Ghana
Accra,,2065,,7804579,,Ghana
Accra,,2070,,7954330,,Ghana
Accra,,2075,,8067640,,Ghana
Accra,,2080,,8169098,,Ghana
Accra,,2085,,8243085,,Ghana
Accra,,2090,,8287918,,Ghana
Accra,,2095,,8326868,,Ghana
Accra,,2100,,8332722,,Ghana
Addis Ababa,,1950,355224.12,,Ethiopia,
Addis Ababa,,1955,410040.25,,Ethiopia,
Addis Ababa,,1960,473324.2,,Ethiopia,
Addis Ababa,,1965,561696.06,,Ethiopia,
Addis Ababa,,1970,687770.1,,Ethiopia,
Addis Ababa,,1975,868901.25,,Ethiopia,
Addis Ababa,,1980,1142534.9,,Ethiopia,
Addis Ababa,,1985,1569300.1,,Ethiopia,
Addis Ababa,,1990,1955515.1,,Ethiopia,
Addis Ababa,,1995,2441842.8,,Ethiopia,
Addis Ababa,,2000,2791724,,Ethiopia,
Addis Ababa,,2005,3067937.5,,Ethiopia,
Addis Ababa,,2010,3690715,,Ethiopia,
Addis Ababa,,2015,4577126.5,,Ethiopia,
Addis Ababa,,2020,5908518.5,5908518,Ethiopia,Ethiopia
Addis Ababa,,2025,,6705705,,Ethiopia
Addis Ababa,,2030,,7619412,,Ethiopia
Addis Ababa,,2035,,8485330,,Ethiopia
Addis Ababa,,2040,,9299055,,Ethiopia
Addis Ababa,,2045,,10047829,,Ethiopia
Addis Ababa,,2050,,10782580,,Ethiopia
Addis Ababa,,2055,,11387651,,Ethiopia
Addis Ababa,,2060,,11951996,,Ethiopia
Addis Ababa,,2065,,12431132,,Ethiopia
Addis Ababa,,2070,,12880209,,Ethiopia
Addis Ababa,,2075,,13255870,,Ethiopia
Addis Ababa,,2080,,13580271,,Ethiopia
Addis Ababa,,2085,,13861112,,Ethiopia
Addis Ababa,,2090,,14086176,,Ethiopia
Addis Ababa,,2095,,14273981,,Ethiopia
Addis Ababa,,2100,,14419583,,Ethiopia
Ahmedabad,,1950,1162869.5,,India,
Ahmedabad,,1955,1366809,,India,
Ahmedabad,,1960,1604183.6,,India,
Ahmedabad,,1965,1879873.8,,India,
Ahmedabad,,1970,2199615.8,,India,
Ahmedabad,,1975,2569409.8,,India,
Ahmedabad,,1980,3023119.8,,India,
Ahmedabad,,1985,3498238.8,,India,
Ahmedabad,,1990,4042627.5,,India,
Ahmedabad,,1995,4558297.5,,India,
Ahmedabad,,2000,5119105,,India,
Ahmedabad,,2005,5653155,,India,
Ahmedabad,,2010,6214560.5,,India,
Ahmedabad,,2015,6835750,,India,
Ahmedabad,,2020,7466781,7466781,India,India
Ahmedabad,,2025,,7632408,,India
Ahmedabad,,2030,,7806200,,India
Ahmedabad,,2035,,7961639,,India
Ahmedabad,,2040,,8086088,,India
Ahmedabad,,2045,,8185077,,India
Ahmedabad,,2050,,8235675,,India
Ahmedabad,,2055,,8291424,,India
Ahmedabad,,2060,,8299613,,India
Ahmedabad,,2065,,8313160,,India
Ahmedabad,,2070,,8285416,,India
Ahmedabad,,2075,,8250522,,India
Ahmedabad,,2080,,8181214,,India
Ahmedabad,,2085,,8106686,,India
Ahmedabad,,2090,,8012911,,India
Ahmedabad,,2095,,7915101,,India
Ahmedabad,,2100,,7811292,,India
Alexandria,,1950,1180774.4,,Egypt,
Alexandria,,1955,1406409,,Egypt,
Alexandria,,1960,1675132.8,,Egypt,
Alexandria,,1965,1987762,,Egypt,
Alexandria,,1970,2294232.5,,Egypt,
Alexandria,,1975,2647675,,Egypt,
Alexandria,,1980,3069954.5,,Egypt,
Alexandria,,1985,3518629.8,,Egypt,
Alexandria,,1990,3843104.2,,Egypt,
Alexandria,,1995,4090540,,Egypt,
Alexandria,,2000,4477718.5,,Egypt,
Alexandria,,2005,4933016.5,,Egypt,
Alexandria,,2010,5441285.5,,Egypt,
Alexandria,,2015,5938458,,Egypt,
Alexandria,,2020,6870513.5,6870513,Egypt,Egypt
Alexandria,,2025,,7266957,,Egypt
Alexandria,,2030,,7672766,,Egypt
Alexandria,,2035,,8054319,,Egypt
Alexandria,,2040,,8427555,,Egypt
Alexandria,,2045,,8722595,,Egypt
Alexandria,,2050,,9022625,,Egypt
Alexandria,,2055,,9293614,,Egypt
Alexandria,,2060,,9497511,,Egypt
Alexandria,,2065,,9709225,,Egypt
Alexandria,,2070,,9880769,,Egypt
Alexandria,,2075,,10017885,,Egypt
Alexandria,,2080,,10136235,,Egypt
Alexandria,,2085,,10204183,,Egypt
Alexandria,,2090,,10231750,,Egypt
Alexandria,,2095,,10255922,,Egypt
Alexandria,,2100,,10254186,,Egypt
Amman,,1950,123027.76,,Jordan,
Amman,,1955,197733.66,,Jordan,
Amman,,1960,308564.28,,Jordan,
Amman,,1965,439414.3,,Jordan,
Amman,,1970,620419.4,,Jordan,
Amman,,1975,831541.44,,Jordan,
Amman,,1980,1095834.5,,Jordan,
Amman,,1985,1360939.5,,Jordan,
Amman,,1990,1737803.2,,Jordan,
Amman,,1995,2282431.8,,Jordan,
Amman,,2000,2639505.5,,Jordan,
Amman,,2005,3031596,,Jordan,
Amman,,2010,3728209.5,,Jordan,
Amman,,2015,4700894.5,,Jordan,
Amman,,2020,6156049,6156049,Jordan,Jordan
Amman,,2025,,6403666,,Jordan
Amman,,2030,,6798702,,Jordan
Amman,,2035,,7217752,,Jordan
Amman,,2040,,7666024,,Jordan
Amman,,2045,,8066187,,Jordan
Amman,,2050,,8393062,,Jordan
Amman,,2055,,8652150,,Jordan
Amman,,2060,,8922584,,Jordan
Amman,,2065,,9161845,,Jordan
Amman,,2070,,9370004,,Jordan
Amman,,2075,,9574813,,Jordan
Amman,,2080,,9730041,,Jordan
Amman,,2085,,9892607,,Jordan
Amman,,2090,,10011098,,Jordan
Amman,,2095,,10098578,,Jordan
Amman,,2100,,10153024,,Jordan
Baghdad,,1950,555044.1,,Iraq,
Baghdad,,1955,660686.4,,Iraq,
Baghdad,,1960,864000.7,,Iraq,
Baghdad,,1965,1276174.5,,Iraq,
Baghdad,,1970,1611770.1,,Iraq,
Baghdad,,1975,2035843.5,,Iraq,
Baghdad,,1980,2507721.8,,Iraq,
Baghdad,,1985,2876779.2,,Iraq,
Baghdad,,1990,3306378.8,,Iraq,
Baghdad,,1995,3749605.5,,Iraq,
Baghdad,,2000,4272065.5,,Iraq,
Baghdad,,2005,4446161,,Iraq,
Baghdad,,2010,4778256,,Iraq,
Baghdad,,2015,5405531,,Iraq,
Baghdad,,2020,6133554.5,6133554,Iraq,Iraq
Baghdad,,2025,,6390735,,Iraq
Baghdad,,2030,,6666450,,Iraq
Baghdad,,2035,,6867199,,Iraq
Baghdad,,2040,,7079202,,Iraq
Baghdad,,2045,,7312127,,Iraq
Baghdad,,2050,,7464523,,Iraq
Baghdad,,2055,,7578430,,Iraq
Baghdad,,2060,,7663538,,Iraq
Baghdad,,2065,,7757814,,Iraq
Baghdad,,2070,,7803380,,Iraq
Baghdad,,2075,,7851015,,Iraq
Baghdad,,2080,,7861451,,Iraq
Baghdad,,2085,,7884620,,Iraq
Baghdad,,2090,,7876323,,Iraq
Baghdad,,2095,,7881150,,Iraq
Baghdad,,2100,,7852677,,Iraq
Bandung,,1950,1358081.9,,Indonesia,
Bandung,,1955,1719344.1,,Indonesia,
Bandung,,1960,2236682.2,,Indonesia,
Bandung,,1965,2647104.8,,Indonesia,
Bandung,,1970,3034313.5,,Indonesia,
Bandung,,1975,3475758.8,,Indonesia,
Bandung,,1980,3925884.2,,Indonesia,
Bandung,,1985,4513534,,Indonesia,
Bandung,,1990,5059786.5,,Indonesia,
Bandung,,1995,5723780,,Indonesia,
Bandung,,2000,6333410.5,,Indonesia,
Bandung,,2005,6989517,,Indonesia,
Bandung,,2010,7602471,,Indonesia,
Bandung,,2015,8155517.5,,Indonesia,
Bandung,,2020,8536016,8536016,Indonesia,Indonesia
Bandung,,2025,,8909104,,Indonesia
Bandung,,2030,,9189416,,Indonesia
Bandung,,2035,,9423235,,Indonesia
Bandung,,2040,,9603729,,Indonesia
Bandung,,2045,,9718292,,Indonesia
Bandung,,2050,,9746912,,Indonesia
Bandung,,2055,,9730228,,Indonesia
Bandung,,2060,,9670025,,Indonesia
Bandung,,2065,,9583501,,Indonesia
Bandung,,2070,,9471496,,Indonesia
Bandung,,2075,,9344764,,Indonesia
Bandung,,2080,,9198447,,Indonesia
Bandung,,2085,,9046127,,Indonesia
Bandung,,2090,,8873169,,Indonesia
Bandung,,2095,,8695471,,Indonesia
Bandung,,2100,,8511540,,Indonesia
Bangkok,,1950,1326981.9,,Thailand,
Bangkok,,1955,1624868.9,,Thailand,
Bangkok,,1960,1989594.1,,Thailand,
Bangkok,,1965,2436048.5,,Thailand,
Bangkok,,1970,2982387.8,,Thailand,
Bangkok,,1975,3650771.8,,Thailand,
Bangkok,,1980,4636381,,Thailand,
Bangkok,,1985,5306933,,Thailand,
Bangkok,,1990,6342885.5,,Thailand,
Bangkok,,1995,7206638,,Thailand,
Bangkok,,2000,8377066,,Thailand,
Bangkok,,2005,10541547,,Thailand,
Bangkok,,2010,12986747,,Thailand,
Bangkok,,2015,14915059,,Thailand,
Bangkok,,2020,17250108,17250108,Thailand,Thailand
Bangkok,,2025,,18180280,,Thailand
Bangkok,,2030,,18973006,,Thailand
Bangkok,,2035,,19546306,,Thailand
Bangkok,,2040,,20036862,,Thailand
Bangkok,,2045,,20313660,,Thailand
Bangkok,,2050,,20462208,,Thailand
Bangkok,,2055,,20386156,,Thailand
Bangkok,,2060,,20244044,,Thailand
Bangkok,,2065,,19985168,,Thailand
Bangkok,,2070,,19705662,,Thailand
Bangkok,,2075,,19357926,,Thailand
Bangkok,,2080,,19067012,,Thailand
Bangkok,,2085,,18685944,,Thailand
Bangkok,,2090,,18338784,,Thailand
Bangkok,,2095,,17920142,,Thailand
Bangkok,,2100,,17562506,,Thailand
Beijing,,1950,2268998.8,,China,
Beijing,,1955,2912297.8,,China,
Beijing,,1960,4101263,,China,
Beijing,,1965,4630476,,China,
Beijing,,1970,4730821,,China,
Beijing,,1975,5154971.5,,China,
Beijing,,1980,5564199.5,,China,
Beijing,,1985,6001087.5,,China,
Beijing,,1990,6615743,,China,
Beijing,,1995,7970313.5,,China,
Beijing,,2000,9635380,,China,
Beijing,,2005,11731870,,China,
Beijing,,2010,14332332,,China,
Beijing,,2015,15431938,,China,
Beijing,,2020,16484278,16484278,China,China
Beijing,,2025,,17013302,,China
Beijing,,2030,,17583506,,China
Beijing,,2035,,17856122,,China
Beijing,,2040,,18069990,,China
Beijing,,2045,,18100278,,China
Beijing,,2050,,18004156,,China
Beijing,,2055,,17718066,,China
Beijing,,2060,,17253434,,China
Beijing,,2065,,16622290,,China
Beijing,,2070,,16061620,,China
Beijing,,2075,,15371541,,China
Beijing,,2080,,14729972,,China
Beijing,,2085,,13966656,,China
Beijing,,2090,,13253290,,China
Beijing,,2095,,12507980,,China
Beijing,,2100,,11835044,,China
Belo Horizonte,,1950,356229.62,,Brazil,
Belo Horizonte,,1955,463922.9,,Brazil,
Belo Horizonte,,1960,623146.25,,Brazil,
Belo Horizonte,,1965,810801.8,,Brazil,
Belo Horizonte,,1970,1054445,,Brazil,
Belo Horizonte,,1975,1292067.8,,Brazil,
Belo Horizonte,,1980,1677980.5,,Brazil,
Belo Horizonte,,1985,2115822.5,,Brazil,
Belo Horizonte,,1990,2579725.8,,Brazil,
Belo Horizonte,,1995,3004797.5,,Brazil,
Belo Horizonte,,2000,3463545.5,,Brazil,
Belo Horizonte,,2005,3651759.8,,Brazil,
Belo Horizonte,,2010,3810434.2,,Brazil,
Belo Horizonte,,2015,4008132.8,,Brazil,
Belo Horizonte,,2020,4140380.8,4140380,Brazil,Brazil
Belo Horizonte,,2025,,4162813,,Brazil
Belo Horizonte,,2030,,4171243,,Brazil
Belo Horizonte,,2035,,4174584,,Brazil
Belo Horizonte,,2040,,4155613,,Brazil
Belo Horizonte,,2045,,4131742,,Brazil
Belo Horizonte,,2050,,4082856,,Brazil
Belo Horizonte,,2055,,4029029,,Brazil
Belo Horizonte,,2060,,3953435,,Brazil
Belo Horizonte,,2065,,3881755,,Brazil
Belo Horizonte,,2070,,3795893,,Brazil
Belo Horizonte,,2075,,3702910,,Brazil
Belo Horizonte,,2080,,3604228,,Brazil
Belo Horizonte,,2085,,3496137,,Brazil
Belo Horizonte,,2090,,3386955,,Brazil
Belo Horizonte,,2095,,3274961,,Brazil
Belo Horizonte,,2100,,3163457,,Brazil
Bengaluru,,1950,1007260,,India,
Bengaluru,,1955,1221598.6,,India,
Bengaluru,,1960,1479397.4,,India,
Bengaluru,,1965,1733642,,India,
Bengaluru,,1970,1965927.5,,India,
Bengaluru,,1975,2369540.5,,India,
Bengaluru,,1980,3095304.5,,India,
Bengaluru,,1985,3729483,,India,
Bengaluru,,1990,4441591,,India,
Bengaluru,,1995,5183009,,India,
Bengaluru,,2000,6051928.5,,India,
Bengaluru,,2005,7332774.5,,India,
Bengaluru,,2010,8904750,,India,
Bengaluru,,2015,10749239,,India,
Bengaluru,,2020,12905733,12905733,India,India
Bengaluru,,2025,,13187098,,India
Bengaluru,,2030,,13556889,,India
Bengaluru,,2035,,13827442,,India
Bengaluru,,2040,,14039080,,India
Bengaluru,,2045,,14188814,,India
Bengaluru,,2050,,14258150,,India
Bengaluru,,2055,,14313135,,India
Bengaluru,,2060,,14300346,,India
Bengaluru,,2065,,14280455,,India
Bengaluru,,2070,,14182531,,India
Bengaluru,,2075,,14073699,,India
Bengaluru,,2080,,13898585,,India
Bengaluru,,2085,,13725341,,India
Bengaluru,,2090,,13515513,,India
Bengaluru,,2095,,13303992,,India
Bengaluru,,2100,,13084380,,India
Bogota,,1950,869440.75,,Colombia,
Bogota,,1955,1169345,,Colombia,
Bogota,,1960,1572821.9,,Colombia,
Bogota,,1965,2115649,,Colombia,
Bogota,,1970,2758117.5,,Colombia,
Bogota,,1975,3389750.2,,Colombia,
Bogota,,1980,3844780,,Colombia,
Bogota,,1985,4360229,,Colombia,
Bogota,,1990,4922724.5,,Colombia,
Bogota,,1995,5579035.5,,Colombia,
Bogota,,2000,6340839.5,,Colombia,
Bogota,,2005,7125040.5,,Colombia,
Bogota,,2010,7987913.5,,Colombia,
Bogota,,2015,8934193,,Colombia,
Bogota,,2020,9935155,9935155,Colombia,Colombia
Bogota,,2025,,10624315,,Colombia
Bogota,,2030,,11195101,,Colombia
Bogota,,2035,,11739840,,Colombia
Bogota,,2040,,12075379,,Colombia
Bogota,,2045,,12321512,,Colombia
Bogota,,2050,,12478015,,Colombia
Bogota,,2055,,12570307,,Colombia
Bogota,,2060,,12607615,,Colombia
Bogota,,2065,,12607157,,Colombia
Bogota,,2070,,12543923,,Colombia
Bogota,,2075,,12407113,,Colombia
Bogota,,2080,,12211233,,Colombia
Bogota,,2085,,11951341,,Colombia
Bogota,,2090,,11668829,,Colombia
Bogota,,2095,,11341890,,Colombia
Bogota,,2100,,11032755,,Colombia
Buenos Aires,,1950,4588828.5,,Argentina,
Buenos Aires,,1955,5296895,,Argentina,
Buenos Aires,,1960,6114348.5,,Argentina,
Buenos Aires,,1965,6840281,,Argentina,
Buenos Aires,,1970,7652414.5,,Argentina,
Buenos Aires,,1975,8560900,,Argentina,
Buenos Aires,,1980,9276947,,Argentina,
Buenos Aires,,1985,9814790,,Argentina,
Buenos Aires,,1990,10434266,,Argentina,
Buenos Aires,,1995,11066641,,Argentina,
Buenos Aires,,2000,11711634,,Argentina,
Buenos Aires,,2005,12474463,,Argentina,
Buenos Aires,,2010,13343013,,Argentina,
Buenos Aires,,2015,13767054,,Argentina,
Buenos Aires,,2020,13941208,13941208,Argentina,Argentina
Buenos Aires,,2025,,14017736,,Argentina
Buenos Aires,,2030,,14121470,,Argentina
Buenos Aires,,2035,,14218020,,Argentina
Buenos Aires,,2040,,14268370,,Argentina
Buenos Aires,,2045,,14288841,,Argentina
Buenos Aires,,2050,,14235648,,Argentina
Buenos Aires,,2055,,14103323,,Argentina
Buenos Aires,,2060,,13888663,,Argentina
Buenos Aires,,2065,,13633912,,Argentina
Buenos Aires,,2070,,13334779,,Argentina
Buenos Aires,,2075,,13019344,,Argentina
Buenos Aires,,2080,,12661174,,Argentina
Buenos Aires,,2085,,12252836,,Argentina
Buenos Aires,,2090,,11813251,,Argentina
Buenos Aires,,2095,,11342150,,Argentina
Buenos Aires,,2100,,10886445,,Argentina
Cairo,,1950,3116796,,Egypt,
Cairo,,1955,3712386,,Egypt,
Cairo,,1960,4421714.5,,Egypt,
Cairo,,1965,5586322.5,,Egypt,
Cairo,,1970,6447614,,Egypt,
Cairo,,1975,7440914,,Egypt,
Cairo,,1980,8493679,,Egypt,
Cairo,,1985,9799452,,Egypt,
Cairo,,1990,11676131,,Egypt,
Cairo,,1995,13927904,,Egypt,
Cairo,,2000,15676619,,Egypt,
Cairo,,2005,17519922,,Egypt,
Cairo,,2010,19455096,,Egypt,
Cairo,,2015,21550926,,Egypt,
Cairo,,2020,24002054,24002054,Egypt,Egypt
Cairo,,2025,,25566102,,Egypt
Cairo,,2030,,27184974,,Egypt
Cairo,,2035,,28697360,,Egypt
Cairo,,2040,,30179852,,Egypt
Cairo,,2045,,31364672,,Egypt
Cairo,,2050,,32365956,,Egypt
Cairo,,2055,,33210126,,Egypt
Cairo,,2060,,33964928,,Egypt
Cairo,,2065,,34653856,,Egypt
Cairo,,2070,,35221380,,Egypt
Cairo,,2075,,35727236,,Egypt
Cairo,,2080,,36075836,,Egypt
Cairo,,2085,,36384628,,Egypt
Cairo,,2090,,36568076,,Egypt
Cairo,,2095,,36732932,,Egypt
Cairo,,2100,,36747416,,Egypt
Cape Town,,1950,402211.34,,South Africa,
Cape Town,,1955,464223.06,,South Africa,
Cape Town,,1960,535827.8,,South Africa,
Cape Town,,1965,656093.56,,South Africa,
Cape Town,,1970,803375.06,,South Africa,
Cape Town,,1975,983712.94,,South Africa,
Cape Town,,1980,1259732.6,,South Africa,
Cape Town,,1985,1602869.1,,South Africa,
Cape Town,,1990,1821959.4,,South Africa,
Cape Town,,1995,2130457.8,,South Africa,
Cape Town,,2000,2427021.5,,South Africa,
Cape Town,,2005,2750198.5,,South Africa,
Cape Town,,2010,3072960,,South Africa,
Cape Town,,2015,3455321.8,,South Africa,
Cape Town,,2020,4076991.8,4076991,South Africa,South Africa
Cape Town,,2025,,4508921,,South Africa
Cape Town,,2030,,4892959,,South Africa
Cape Town,,2035,,5224374,,South Africa
Cape Town,,2040,,5558274,,South Africa
Cape Town,,2045,,5843782,,South Africa
Cape Town,,2050,,6127476,,South Africa
Cape Town,,2055,,6361796,,South Africa
Cape Town,,2060,,6570820,,South Africa
Cape Town,,2065,,6753374,,South Africa
Cape Town,,2070,,6927625,,South Africa
Cape Town,,2075,,7077410,,South Africa
Cape Town,,2080,,7210125,,South Africa
Cape Town,,2085,,7342339,,South Africa
Cape Town,,2090,,7450510,,South Africa
Cape Town,,2095,,7541569,,South Africa
Cape Town,,2100,,7619074,,South Africa
Casablanca,,1950,614354,,Morocco,
Casablanca,,1955,751992.94,,Morocco,
Casablanca,,1960,920549.06,,Morocco,
Casablanca,,1965,1126976.9,,Morocco,
Casablanca,,1970,1423721.5,,Morocco,
Casablanca,,1975,1743210.1,,Morocco,
Casablanca,,1980,2072635.9,,Morocco,
Casablanca,,1985,2377366.2,,Morocco,
Casablanca,,1990,2668567,,Morocco,
Casablanca,,1995,2959106.5,,Morocco,
Casablanca,,2000,3171277,,Morocco,
Casablanca,,2005,3448388.5,,Morocco,
Casablanca,,2010,3761530.5,,Morocco,
Casablanca,,2015,4049161.5,,Morocco,
Casablanca,,2020,4277517.5,4277517,Morocco,Morocco
Casablanca,,2025,,4457471,,Morocco
Casablanca,,2030,,4606562,,Morocco
Casablanca,,2035,,4746181,,Morocco
Casablanca,,2040,,4847144,,Morocco
Casablanca,,2045,,4929923,,Morocco
Casablanca,,2050,,4988448,,Morocco
Casablanca,,2055,,5033383,,Morocco
Casablanca,,2060,,5042569,,Morocco
Casablanca,,2065,,5038718,,Morocco
Casablanca,,2070,,5014009,,Morocco
Casablanca,,2075,,4974339,,Morocco
Casablanca,,2080,,4927642,,Morocco
Casablanca,,2085,,4874370,,Morocco
Casablanca,,2090,,4808412,,Morocco
Casablanca,,2095,,4733656,,Morocco
Casablanca,,2100,,4648644,,Morocco
Chaozhou,,1950,357602.3,,China,
Chaozhou,,1955,380313.22,,China,
Chaozhou,,1960,403954.7,,China,
Chaozhou,,1965,442008.5,,China,
Chaozhou,,1970,496102.78,,China,
Chaozhou,,1975,540581.8,,China,
Chaozhou,,1980,714748.8,,China,
Chaozhou,,1985,1298420.6,,China,
Chaozhou,,1990,1925133,,China,
Chaozhou,,1995,2805479.2,,China,
Chaozhou,,2000,4212863.5,,China,
Chaozhou,,2005,4727286.5,,China,
Chaozhou,,2010,5027256.5,,China,
Chaozhou,,2015,5555152,,China,
Chaozhou,,2020,6167907.5,6167907,China,China
Chaozhou,,2025,,6407770,,China
Chaozhou,,2030,,6599945,,China
Chaozhou,,2035,,6740683,,China
Chaozhou,,2040,,6830041,,China
Chaozhou,,2045,,6851266,,China
Chaozhou,,2050,,6836503,,China
Chaozhou,,2055,,6723707,,China
Chaozhou,,2060,,6555590,,China
Chaozhou,,2065,,6309082,,China
Chaozhou,,2070,,6108601,,China
Chaozhou,,2075,,5826103,,China
