Entity,Code,Year,Population of the top 100 most populous cities,Projected population of the top 100 most populous cities (Projected),Population of the top 100 most populous cities (Annotations),Projected population of the top 100 most populous cities (Annotations)
Mashhad,,2015,4800800.5,,Iran,
Mashhad,,2020,5199411.5,5199411,Iran,Iran
Mashhad,,2025,,5398248,,Iran
Mashhad,,2030,,5493708,,Iran
Mashhad,,2035,,5561925,,Iran
Mashhad,,2040,,5621036,,Iran
Mashhad,,2045,,5660248,,Iran
Mashhad,,2050,,5669798,,Iran
Mashhad,,2055,,5669414,,Iran
Mashhad,,2060,,5615525,,Iran
Mashhad,,2065,,5556540,,Iran
Mashhad,,2070,,5460490,,Iran
Mashhad,,2075,,5361803,,Iran
Mashhad,,2080,,5257455,,Iran
Mashhad,,2085,,5152207,,Iran
Mashhad,,2090,,5059445,,Iran
Mashhad,,2095,,4958724,,Iran
Mashhad,,2100,,4864501,,Iran
Medan,,1950,584578.1,,Indonesia,
Medan,,1955,717248,,Indonesia,
Medan,,1960,904275.5,,Indonesia,
Medan,,1965,1070206.5,,Indonesia,
Medan,,1970,1265805.5,,Indonesia,
Medan,,1975,1695924.4,,Indonesia,
Medan,,1980,2315884.5,,Indonesia,
Medan,,1985,2639171.5,,Indonesia,
Medan,,1990,2960206.5,,Indonesia,
Medan,,1995,3167483.5,,Indonesia,
Medan,,2000,3393065.8,,Indonesia,
Medan,,2005,3593217,,Indonesia,
Medan,,2010,3858186.2,,Indonesia,
Medan,,2015,4084019,,Indonesia,
Medan,,2020,4231148,4231148,Indonesia,Indonesia
Medan,,2025,,4245895,,Indonesia
Medan,,2030,,4259713,,Indonesia
Medan,,2035,,4248858,,Indonesia
Medan,,2040,,4217646,,Indonesia
Medan,,2045,,4173883,,Indonesia
Medan,,2050,,4102926,,Indonesia
Medan,,2055,,4034086,,Indonesia
Medan,,2060,,3948489,,Indonesia
Medan,,2065,,3870579,,Indonesia
Medan,,2070,,3784729,,Indonesia
Medan,,2075,,3683790,,Indonesia
Medan,,2080,,3599439,,Indonesia
Medan,,2085,,3518864,,Indonesia
Medan,,2090,,3441916,,Indonesia
Medan,,2095,,3345658,,Indonesia
Medan,,2100,,3269972,,Indonesia
Mexico City,,1950,3685043.5,,Mexico,
Mexico City,,1955,4511908,,Mexico,
Mexico City,,1960,5699547,,Mexico,
Mexico City,,1965,7198498,,Mexico,
Mexico City,,1970,9089348,,Mexico,
Mexico City,,1975,11119402,,Mexico,
Mexico City,,1980,13216145,,Mexico,
Mexico City,,1985,14354636,,Mexico,
Mexico City,,1990,15602020,,Mexico,
Mexico City,,1995,16617208,,Mexico,
Mexico City,,2000,17598162,,Mexico,
Mexico City,,2005,17873392,,Mexico,
Mexico City,,2010,18329146,,Mexico,
Mexico City,,2015,18955464,,Mexico,
Mexico City,,2020,17610488,17610488,Mexico,Mexico
Mexico City,,2025,,17734212,,Mexico
Mexico City,,2030,,17829110,,Mexico
Mexico City,,2035,,17908986,,Mexico
Mexico City,,2040,,17882166,,Mexico
Mexico City,,2045,,17834796,,Mexico
Mexico City,,2050,,17678778,,Mexico
Mexico City,,2055,,17494202,,Mexico
Mexico City,,2060,,17222090,,Mexico
Mexico City,,2065,,16940044,,Mexico
Mexico City,,2070,,16585882,,Mexico
Mexico City,,2075,,16252526,,Mexico
Mexico City,,2080,,15859496,,Mexico
Mexico City,,2085,,15470694,,Mexico
Mexico City,,2090,,15030632,,Mexico
Mexico City,,2095,,14610970,,Mexico
Mexico City,,2100,,14159158,,Mexico
Moscow,,1950,5532567.5,,Russia,
Moscow,,1955,6001822.5,,Russia,
Moscow,,1960,6690897.5,,Russia,
Moscow,,1965,7253587.5,,Russia,
Moscow,,1970,7862350.5,,Russia,
Moscow,,1975,8520842,,Russia,
Moscow,,1980,9107571,,Russia,
Moscow,,1985,9678610,,Russia,
Moscow,,1990,10169614,,Russia,
Moscow,,1995,10386424,,Russia,
Moscow,,2000,11194627,,Russia,
Moscow,,2005,11992017,,Russia,
Moscow,,2010,12790165,,Russia,
Moscow,,2015,13480234,,Russia,
Moscow,,2020,14268411,14268411,Russia,Russia
Moscow,,2025,,14524753,,Russia
Moscow,,2030,,14757838,,Russia
Moscow,,2035,,14916404,,Russia
Moscow,,2040,,15120917,,Russia
Moscow,,2045,,15310168,,Russia
Moscow,,2050,,15521567,,Russia
Moscow,,2055,,15648271,,Russia
Moscow,,2060,,15732793,,Russia
Moscow,,2065,,15782253,,Russia
Moscow,,2070,,15848776,,Russia
Moscow,,2075,,15892752,,Russia
Moscow,,2080,,15988659,,Russia
Moscow,,2085,,16096870,,Russia
Moscow,,2090,,16198410,,Russia
Moscow,,2095,,16261738,,Russia
Moscow,,2100,,16310123,,Russia
Mumbai,,1950,3773981.5,,India,
Mumbai,,1955,4435848,,India,
Mumbai,,1960,5206224,,India,
Mumbai,,1965,6100950,,India,
Mumbai,,1970,7138642,,India,
Mumbai,,1975,8338773.5,,India,
Mumbai,,1980,9784903,,India,
Mumbai,,1985,11203457,,India,
Mumbai,,1990,12791412,,India,
Mumbai,,1995,14384595,,India,
Mumbai,,2000,15952862,,India,
Mumbai,,2005,16839794,,India,
Mumbai,,2010,17674046,,India,
Mumbai,,2015,18336778,,India,
Mumbai,,2020,19327768,19327768,India,India
Mumbai,,2025,,20203056,,India
Mumbai,,2030,,21114848,,India
Mumbai,,2035,,21817468,,India
Mumbai,,2040,,22373022,,India
Mumbai,,2045,,22797262,,India
Mumbai,,2050,,23059150,,India
Mumbai,,2055,,23245632,,India
Mumbai,,2060,,23320016,,India
Mumbai,,2065,,23337876,,India
Mumbai,,2070,,23239820,,India
Mumbai,,2075,,23090140,,India
Mumbai,,2080,,22849170,,India
Mumbai,,2085,,22568336,,India
Mumbai,,2090,,22233920,,India
Mumbai,,2095,,21878414,,India
Mumbai,,2100,,21506330,,India
Nagoya,,1950,2298594.5,,Japan,
Nagoya,,1955,2828849.8,,Japan,
Nagoya,,1960,3591643,,Japan,
Nagoya,,1965,4559233,,Japan,
Nagoya,,1970,4946881.5,,Japan,
Nagoya,,1975,5365961.5,,Japan,
Nagoya,,1980,5790846.5,,Japan,
Nagoya,,1985,5907119.5,,Japan,
Nagoya,,1990,6199565,,Japan,
Nagoya,,1995,6570014,,Japan,
Nagoya,,2000,6506286,,Japan,
Nagoya,,2005,6686843,,Japan,
Nagoya,,2010,6826195.5,,Japan,
Nagoya,,2015,7037741.5,,Japan,
Nagoya,,2020,7282018.5,7282018,Japan,Japan
Nagoya,,2025,,7146160,,Japan
Nagoya,,2030,,6999662,,Japan
Nagoya,,2035,,6829816,,Japan
Nagoya,,2040,,6659893,,Japan
Nagoya,,2045,,6459760,,Japan
Nagoya,,2050,,6292819,,Japan
Nagoya,,2055,,6069001,,Japan
Nagoya,,2060,,5838387,,Japan
Nagoya,,2065,,5646116,,Japan
Nagoya,,2070,,5392775,,Japan
Nagoya,,2075,,5178673,,Japan
Nagoya,,2080,,5030156,,Japan
Nagoya,,2085,,4890797,,Japan
Nagoya,,2090,,4752847,,Japan
Nagoya,,2095,,4614798,,Japan
Nagoya,,2100,,4507729,,Japan
Nairobi,,1950,126832.4,,Kenya,
Nairobi,,1955,165856.78,,Kenya,
Nairobi,,1960,230087.23,,Kenya,
Nairobi,,1965,318055.1,,Kenya,
Nairobi,,1970,426145.5,,Kenya,
Nairobi,,1975,538320.8,,Kenya,
Nairobi,,1980,769288.8,,Kenya,
Nairobi,,1985,1084164.2,,Kenya,
Nairobi,,1990,1466812,,Kenya,
Nairobi,,1995,1973870.6,,Kenya,
Nairobi,,2000,2580212,,Kenya,
Nairobi,,2005,3134698.8,,Kenya,
Nairobi,,2010,3779199.8,,Kenya,
Nairobi,,2015,4674236.5,,Kenya,
Nairobi,,2020,5592420.5,5592420,Kenya,Kenya
Nairobi,,2025,,6134334,,Kenya
Nairobi,,2030,,6686404,,Kenya
Nairobi,,2035,,7213354,,Kenya
Nairobi,,2040,,7686583,,Kenya
Nairobi,,2045,,8086872,,Kenya
Nairobi,,2050,,8514575,,Kenya
Nairobi,,2055,,8804697,,Kenya
Nairobi,,2060,,9078081,,Kenya
Nairobi,,2065,,9296871,,Kenya
Nairobi,,2070,,9496040,,Kenya
Nairobi,,2075,,9638556,,Kenya
Nairobi,,2080,,9719831,,Kenya
Nairobi,,2085,,9802773,,Kenya
Nairobi,,2090,,9852075,,Kenya
Nairobi,,2095,,9876681,,Kenya
Nairobi,,2100,,9869714,,Kenya
Nanjing,,1950,999749.06,,China,
Nanjing,,1955,1097089.8,,China,
Nanjing,,1960,1202384.8,,China,
Nanjing,,1965,1315653.1,,China,
Nanjing,,1970,1476666.8,,China,
Nanjing,,1975,1609060,,China,
Nanjing,,1980,1727886.4,,China,
Nanjing,,1985,2055980.9,,China,
Nanjing,,1990,2767611.8,,China,
Nanjing,,1995,3298685.2,,China,
Nanjing,,2000,3897971.8,,China,
Nanjing,,2005,4520418,,China,
Nanjing,,2010,5224357,,China,
Nanjing,,2015,5942176,,China,
Nanjing,,2020,6794097,6794097,China,China
Nanjing,,2025,,6800676,,China
Nanjing,,2030,,6767236,,China
Nanjing,,2035,,6696425,,China
Nanjing,,2040,,6599197,,China
Nanjing,,2045,,6484205,,China
Nanjing,,2050,,6316819,,China
Nanjing,,2055,,6115658,,China
Nanjing,,2060,,5859816,,China
Nanjing,,2065,,5586437,,China
Nanjing,,2070,,5289620,,China
Nanjing,,2075,,5030409,,China
Nanjing,,2080,,4757722,,China
Nanjing,,2085,,4493999,,China
Nanjing,,2090,,4241187,,China
Nanjing,,2095,,3961254,,China
Nanjing,,2100,,3728617,,China
New Delhi,,1950,2432257,,India,
New Delhi,,1955,3043732.5,,India,
New Delhi,,1960,3686063,,India,
New Delhi,,1965,4457049.5,,India,
New Delhi,,1970,5215135,,India,
New Delhi,,1975,6091891.5,,India,
New Delhi,,1980,7392605.5,,India,
New Delhi,,1985,9166234,,India,
New Delhi,,1990,11580745,,India,
New Delhi,,1995,14496458,,India,
New Delhi,,2000,17969092,,India,
New Delhi,,2005,20652914,,India,
New Delhi,,2010,23240762,,India,
New Delhi,,2015,26122474,,India,
New Delhi,,2020,29101252,29101252,India,India
New Delhi,,2025,,30222406,,India
New Delhi,,2030,,31341648,,India
New Delhi,,2035,,32226618,,India
New Delhi,,2040,,32934490,,India
New Delhi,,2045,,33526302,,India
New Delhi,,2050,,33890684,,India
New Delhi,,2055,,34208640,,India
New Delhi,,2060,,34317932,,India
New Delhi,,2065,,34412872,,India
New Delhi,,2070,,34320596,,India
New Delhi,,2075,,34158120,,India
New Delhi,,2080,,33843804,,India
New Delhi,,2085,,33460774,,India
New Delhi,,2090,,32997984,,India
New Delhi,,2095,,32504336,,India
New Delhi,,2100,,31971394,,India
New York City,,1950,9336881,,United States,
New York City,,1955,9793622,,United States,
New York City,,1960,10554715,,United States,
New York City,,1965,11368033,,United States,
New York City,,1970,11904491,,United States,
New York City,,1975,12076416,,United States,
New York City,,1980,11747059,,United States,
New York City,,1985,11899125,,United States,
New York City,,1990,12013284,,United States,
New York City,,1995,12534438,,United States,
New York City,,2000,13044483,,United States,
New York City,,2005,13198043,,United States,
New York City,,2010,13438372,,United States,
New York City,,2015,13744911,,United States,
New York City,,2020,14048071,14048071,United States,United States
New York City,,2025,,13920148,,United States
New York City,,2030,,13833498,,United States
New York City,,2035,,13731386,,United States
New York City,,2040,,13589671,,United States
New York City,,2045,,13451380,,United States
New York City,,2050,,13224531,,United States
New York City,,2055,,13058786,,United States
New York City,,2060,,12854395,,United States
New York City,,2065,,12721714,,United States
New York City,,2070,,12609791,,United States
New York City,,2075,,12534512,,United States
New York City,,2080,,12438160,,United States
New York City,,2085,,12373246,,United States
New York City,,2090,,12303844,,United States
New York City,,2095,,12278884,,United States
New York City,,2100,,12239402,,United States
Onitsha,,1950,263427.44,,Nigeria,
Onitsha,,1955,323655.7,,Nigeria,
Onitsha,,1960,423321.94,,Nigeria,
Onitsha,,1965,536505.8,,Nigeria,
Onitsha,,1970,618807.94,,Nigeria,
Onitsha,,1975,756883.3,,Nigeria,
Onitsha,,1980,1009939.8,,Nigeria,
Onitsha,,1985,1344335.4,,Nigeria,
Onitsha,,1990,1712930,,Nigeria,
Onitsha,,1995,1983208.2,,Nigeria,
Onitsha,,2000,2353086,,Nigeria,
Onitsha,,2005,2790861.2,,Nigeria,
Onitsha,,2010,3404599.2,,Nigeria,
Onitsha,,2015,4139918.2,,Nigeria,
Onitsha,,2020,4959680,4959680,Nigeria,Nigeria
Onitsha,,2025,,5627706,,Nigeria
Onitsha,,2030,,6297766,,Nigeria
Onitsha,,2035,,6902794,,Nigeria
Onitsha,,2040,,7539263,,Nigeria
Onitsha,,2045,,8166085,,Nigeria
Onitsha,,2050,,8680997,,Nigeria
Onitsha,,2055,,9136710,,Nigeria
Onitsha,,2060,,9552714,,Nigeria
Onitsha,,2065,,9921791,,Nigeria
Onitsha,,2070,,10268480,,Nigeria
Onitsha,,2075,,10548540,,Nigeria
Onitsha,,2080,,10783514,,Nigeria
Onitsha,,2085,,10991089,,Nigeria
Onitsha,,2090,,11109890,,Nigeria
Onitsha,,2095,,11202260,,Nigeria
Onitsha,,2100,,11233175,,Nigeria
Osaka,,1950,7952519,,Japan,
Osaka,,1955,9192468,,Japan,
Osaka,,1960,10623929,,Japan,
Osaka,,1965,12275907,,Japan,
Osaka,,1970,13743690,,Japan,
Osaka,,1975,14448054,,Japan,
Osaka,,1980,14742356,,Japan,
Osaka,,1985,14752691,,Japan,
Osaka,,1990,15001183,,Japan,
Osaka,,1995,15099035,,Japan,
Osaka,,2000,14487830,,Japan,
Osaka,,2005,14186135,,Japan,
Osaka,,2010,14203979,,Japan,
Osaka,,2015,13814578,,Japan,
Osaka,,2020,13456617,13456617,Japan,Japan
Osaka,,2025,,12964145,,Japan
Osaka,,2030,,12410577,,Japan
Osaka,,2035,,11907292,,Japan
Osaka,,2040,,11401735,,Japan
Osaka,,2045,,10917121,,Japan
Osaka,,2050,,10449439,,Japan
Osaka,,2055,,10032121,,Japan
Osaka,,2060,,9571480,,Japan
Osaka,,2065,,9091559,,Japan
Osaka,,2070,,8667078,,Japan
Osaka,,2075,,8297982,,Japan
Osaka,,2080,,7990227,,Japan
Osaka,,2085,,7751165,,Japan
Osaka,,2090,,7493678,,Japan
Osaka,,2095,,7292129,,Japan
Osaka,,2100,,7086263,,Japan
Paris,,1950,5358916,,France,
Paris,,1955,5829327,,France,
Paris,,1960,6340560.5,,France,
Paris,,1965,6683322.5,,France,
Paris,,1970,7044111,,France,
Paris,,1975,7423859,,France,
Paris,,1980,7492841.5,,France,
Paris,,1985,7737189.5,,France,
Paris,,1990,8058139,,France,
Paris,,1995,8223841.5,,France,
Paris,,2000,8385156,,France,
Paris,,2005,8759570,,France,
Paris,,2010,9032030,,France,
Paris,,2015,9271626,,France,
Paris,,2020,9346461,9346461,France,France
Paris,,2025,,9381921,,France
Paris,,2030,,9375275,,France
Paris,,2035,,9375685,,France
Paris,,2040,,9370756,,France
Paris,,2045,,9363758,,France
Paris,,2050,,9326092,,France
Paris,,2055,,9285780,,France
Paris,,2060,,9236560,,France
Paris,,2065,,9193364,,France
Paris,,2070,,9169940,,France
Paris,,2075,,9177452,,France
Paris,,2080,,9172897,,France
Paris,,2085,,9172572,,France
Paris,,2090,,9168418,,France
Paris,,2095,,9174206,,France
Paris,,2100,,9152783,,France
Pune,,1950,1126269.1,,India,
Pune,,1955,1323789.9,,India,
Pune,,1960,1505758,,India,
Pune,,1965,1764533,,India,
Pune,,1970,2064657.1,,India,
Pune,,1975,2411762.2,,India,
Pune,,1980,2667668.8,,India,
Pune,,1985,3021068,,India,
Pune,,1990,3351710.2,,India,
Pune,,1995,3813783,,India,
Pune,,2000,4345022,,India,
Pune,,2005,5033321.5,,India,
Pune,,2010,5728919,,India,
Pune,,2015,6315854.5,,India,
Pune,,2020,6557992,6557992,India,India
Pune,,2025,,6817950,,India
Pune,,2030,,7087562,,India
Pune,,2035,,7323978,,India
Pune,,2040,,7538703,,India
Pune,,2045,,7659586,,India
Pune,,2050,,7741530,,India
Pune,,2055,,7802806,,India
Pune,,2060,,7876282,,India
Pune,,2065,,7880218,,India
Pune,,2070,,7841052,,India
Pune,,2075,,7780782,,India
Pune,,2080,,7686572,,India
Pune,,2085,,7535168,,India
Pune,,2090,,7399017,,India
Pune,,2095,,7263504,,India
Pune,,2100,,7119817,,India
Rio de Janeiro,,1950,2288665,,Brazil,
Rio de Janeiro,,1955,2799483.2,,Brazil,
Rio de Janeiro,,1960,3422881.2,,Brazil,
Rio de Janeiro,,1965,4183082.2,,Brazil,
Rio de Janeiro,,1970,5109583.5,,Brazil,
Rio de Janeiro,,1975,5880668.5,,Brazil,
Rio de Janeiro,,1980,6680298.5,,Brazil,
Rio de Janeiro,,1985,6984412,,Brazil,
Rio de Janeiro,,1990,7269491,,Brazil,
Rio de Janeiro,,1995,7799358.5,,Brazil,
Rio de Janeiro,,2000,8416754,,Brazil,
Rio de Janeiro,,2005,8711725,,Brazil,
Rio de Janeiro,,2010,8980518,,Brazil,
Rio de Janeiro,,2015,9273974,,Brazil,
Rio de Janeiro,,2020,9417822,9417822,Brazil,Brazil
Rio de Janeiro,,2025,,9500336,,Brazil
Rio de Janeiro,,2030,,9540571,,Brazil
Rio de Janeiro,,2035,,9550536,,Brazil
Rio de Janeiro,,2040,,9509583,,Brazil
Rio de Janeiro,,2045,,9434617,,Brazil
Rio de Janeiro,,2050,,9299537,,Brazil
Rio de Janeiro,,2055,,9134134,,Brazil
Rio de Janeiro,,2060,,8925648,,Brazil
Rio de Janeiro,,2065,,8702106,,Brazil
Rio de Janeiro,,2070,,8444554,,Brazil
Rio de Janeiro,,2075,,8169219,,Brazil
Rio de Janeiro,,2080,,7890161,,Brazil
Rio de Janeiro,,2085,,7608905,,Brazil
Rio de Janeiro,,2090,,7320552,,Brazil
Rio de Janeiro,,2095,,7052330,,Brazil
Rio de Janeiro,,2100,,6787704,,Brazil
Riyadh,,1980,125636.73,,Saudi Arabia,
Riyadh,,1985,660293.6,,Saudi Arabia,
Riyadh,,1990,1373812.5,,Saudi Arabia,
Riyadh,,1995,1964399,,Saudi Arabia,
Riyadh,,2000,2557269.2,,Saudi Arabia,
Riyadh,,2005,3465681,,Saudi Arabia,
Riyadh,,2010,4491845.5,,Saudi Arabia,
Riyadh,,2015,5674659,,Saudi Arabia,
Riyadh,,2020,6293552,6293552,Saudi Arabia,Saudi Arabia
Riyadh,,2025,,6916416,,Saudi Arabia
Riyadh,,2030,,7455575,,Saudi Arabia
Riyadh,,2035,,7915575,,Saudi Arabia
Riyadh,,2040,,8368183,,Saudi Arabia
Riyadh,,2045,,8749784,,Saudi Arabia
Riyadh,,2050,,9152552,,Saudi Arabia
Riyadh,,2055,,9494861,,Saudi Arabia
Riyadh,,2060,,9831612,,Saudi Arabia
Riyadh,,2065,,10136247,,Saudi Arabia
Riyadh,,2070,,10437939,,Saudi Arabia
Riyadh,,2075,,10747509,,Saudi Arabia
Riyadh,,2080,,11053173,,Saudi Arabia
Riyadh,,2085,,11282231,,Saudi Arabia
Riyadh,,2090,,11526970,,Saudi Arabia
Riyadh,,2095,,11753816,,Saudi Arabia
Riyadh,,2100,,11992071,,Saudi Arabia
Saint Petersburg,,1950,2370608.5,,Russia,
Saint Petersburg,,1955,2571676.2,,Russia,
Saint Petersburg,,1960,2866933,,Russia,
Saint Petersburg,,1965,3108035.8,,Russia,
Saint Petersburg,,1970,3368880,,Russia,
Saint Petersburg,,1975,3651032.2,,Russia,
Saint Petersburg,,1980,3925921.2,,Russia,
Saint Petersburg,,1985,4109421.2,,Russia,
Saint Petersburg,,1990,4240843.5,,Russia,
Saint Petersburg,,1995,4071365,,Russia,
Saint Petersburg,,2000,3979494.2,,Russia,
Saint Petersburg,,2005,4012337,,Russia,
Saint Petersburg,,2010,4129886.5,,Russia,
Saint Petersburg,,2015,4410966.5,,Russia,
Saint Petersburg,,2020,4752452,4752452,Russia,Russia
Saint Petersburg,,2025,,4736498,,Russia
Saint Petersburg,,2030,,4724790,,Russia
Saint Petersburg,,2035,,4704867,,Russia
Saint Petersburg,,2040,,4695294,,Russia
Saint Petersburg,,2045,,4686824,,Russia
Saint Petersburg,,2050,,4686636,,Russia
Saint Petersburg,,2055,,4669229,,Russia
Saint Petersburg,,2060,,4642423,,Russia
Saint Petersburg,,2065,,4612666,,Russia
Saint Petersburg,,2070,,4590983,,Russia
Saint Petersburg,,2075,,4568099,,Russia
Saint Petersburg,,2080,,4560872,,Russia
Saint Petersburg,,2085,,4554151,,Russia
Saint Petersburg,,2090,,4551716,,Russia
Saint Petersburg,,2095,,4547662,,Russia
Saint Petersburg,,2100,,4537645,,Russia
Santiago,,1950,1302034.2,,Chile,
Santiago,,1955,1549962.1,,Chile,
Santiago,,1960,1845213.5,,Chile,
Santiago,,1965,2129067.2,,Chile,
Santiago,,1970,2456727.8,,Chile,
Santiago,,1975,2834964.8,,Chile,
Santiago,,1980,3390280.8,,Chile,
Santiago,,1985,3860809.8,,Chile,
Santiago,,1990,4257772,,Chile,
Santiago,,1995,4751038.5,,Chile,
Santiago,,2000,5305308,,Chile,
Santiago,,2005,5725183,,Chile,
Santiago,,2010,5994720,,Chile,
Santiago,,2015,6232317,,Chile,
Santiago,,2020,6567053.5,6567053,Chile,Chile
Santiago,,2025,,6726045,,Chile
Santiago,,2030,,6852210,,Chile
Santiago,,2035,,6924607,,Chile
Santiago,,2040,,6974263,,Chile
Santiago,,2045,,6977472,,Chile
Santiago,,2050,,6931370,,Chile
Santiago,,2055,,6842916,,Chile
Santiago,,2060,,6675622,,Chile
Santiago,,2065,,6500762,,Chile
Santiago,,2070,,6296044,,Chile
Santiago,,2075,,6075288,,Chile
Santiago,,2080,,5833832,,Chile
Santiago,,2085,,5561357,,Chile
Santiago,,2090,,5281937,,Chile
Santiago,,2095,,4996668,,Chile
Santiago,,2100,,4731823,,Chile
Santo Domingo,,1950,312613.4,,Dominican Republic,
Santo Domingo,,1955,420306,,Dominican Republic,
Santo Domingo,,1960,565028.1,,Dominican Republic,
Santo Domingo,,1965,736100,,Dominican Republic,
Santo Domingo,,1970,958948.06,,Dominican Republic,
Santo Domingo,,1975,1249276.8,,Dominican Republic,
Santo Domingo,,1980,1659905,,Dominican Republic,
Santo Domingo,,1985,1951585.9,,Dominican Republic,
Santo Domingo,,1990,2150134.5,,Dominican Republic,
Santo Domingo,,1995,2515284.8,,Dominican Republic,
Santo Domingo,,2000,2920444.8,,Dominican Republic,
Santo Domingo,,2005,3276078.2,,Dominican Republic,
Santo Domingo,,2010,3588420.5,,Dominican Republic,
Santo Domingo,,2015,4043182.2,,Dominican Republic,
Santo Domingo,,2020,4410906,4410906,Dominican Republic,Dominican Republic
Santo Domingo,,2025,,4600064,,Dominican Republic
Santo Domingo,,2030,,4791688,,Dominican Republic
Santo Domingo,,2035,,4939290,,Dominican Republic
Santo Domingo,,2040,,5061172,,Dominican Republic
Santo Domingo,,2045,,5174413,,Dominican Republic
Santo Domingo,,2050,,5260910,,Dominican Republic
Santo Domingo,,2055,,5329988,,Dominican Republic
Santo Domingo,,2060,,5374548,,Dominican Republic
Santo Domingo,,2065,,5393513,,Dominican Republic
Santo Domingo,,2070,,5401874,,Dominican Republic
Santo Domingo,,2075,,5378390,,Dominican Republic
Santo Domingo,,2080,,5335266,,Dominican Republic
Santo Domingo,,2085,,5272211,,Dominican Republic
Santo Domingo,,2090,,5194086,,Dominican Republic
Santo Domingo,,2095,,5099717,,Dominican Republic
Santo Domingo,,2100,,4995048,,Dominican Republic
Sao Paulo,,1950,3092756,,Brazil,
Sao Paulo,,1955,3903474.5,,Brazil,
Sao Paulo,,1960,5081424.5,,Brazil,
Sao Paulo,,1965,6611655,,Brazil,
Sao Paulo,,1970,8598435,,Brazil,
Sao Paulo,,1975,10536121,,Brazil,
Sao Paulo,,1980,13006388,,Brazil,
Sao Paulo,,1985,14102503,,Brazil,
Sao Paulo,,1990,15262744,,Brazil,
Sao Paulo,,1995,16046719,,Brazil,
Sao Paulo,,2000,16702008,,Brazil,
Sao Paulo,,2005,17436826,,Brazil,
Sao Paulo,,2010,18150750,,Brazil,
Sao Paulo,,2015,18680182,,Brazil,
Sao Paulo,,2020,18801950,18801950,Brazil,Brazil
Sao Paulo,,2025,,18949790,,Brazil
Sao Paulo,,2030,,18988842,,Brazil
Sao Paulo,,2035,,18935148,,Brazil
Sao Paulo,,2040,,18787046,,Brazil
Sao Paulo,,2045,,18559080,,Brazil
Sao Paulo,,2050,,18217300,,Brazil
Sao Paulo,,2055,,17811546,,Brazil
Sao Paulo,,2060,,17321846,,Brazil
Sao Paulo,,2065,,16815448,,Brazil
Sao Paulo,,2070,,16232076,,Brazil
Sao Paulo,,2075,,15647633,,Brazil
Sao Paulo,,2080,,15003934,,Brazil
Sao Paulo,,2085,,14410030,,Brazil
Sao Paulo,,2090,,13823741,,Brazil
Sao Paulo,,2095,,13280494,,Brazil
Sao Paulo,,2100,,12739592,,Brazil
Seoul,,1950,2638078,,South Korea,
Seoul,,1955,3451928,,South Korea,
Seoul,,1960,4643449.5,,South Korea,
Seoul,,1965,6075703.5,,South Korea,
Seoul,,1970,8202359.5,,South Korea,
Seoul,,1975,10079046,,South Korea,
Seoul,,1980,12173872,,South Korea,
Seoul,,1985,14400888,,South Korea,
Seoul,,1990,16913184,,South Korea,
Seoul,,1995,17839492,,South Korea,
Seoul,,2000,18962544,,South Korea,
Seoul,,2005,19861300,,South Korea,
Seoul,,2010,20547750,,South Korea,
Seoul,,2015,21459414,,South Korea,
Seoul,,2020,22235496,22235496,South Korea,South Korea
Seoul,,2025,,22490482,,South Korea
Seoul,,2030,,22626894,,South Korea
Seoul,,2035,,22562300,,South Korea
Seoul,,2040,,22289490,,South Korea
Seoul,,2045,,21844922,,South Korea
Seoul,,2050,,21225404,,South Korea
Seoul,,2055,,20327710,,South Korea
Seoul,,2060,,19332162,,South Korea
Seoul,,2065,,18221226,,South Korea
Seoul,,2070,,17182720,,South Korea
Seoul,,2075,,16120025,,South Korea
Seoul,,2080,,15138422,,South Korea
Seoul,,2085,,14114745,,South Korea
Seoul,,2090,,13180184,,South Korea
Seoul,,2095,,12246794,,South Korea
Seoul,,2100,,11421830,,South Korea
Shanghai,,1950,3100782.8,,China,
Shanghai,,1955,3857116.8,,China,
Shanghai,,1960,4500743,,China,
Shanghai,,1965,4482827,,China,
Shanghai,,1970,4579972,,China,
Shanghai,,1975,4542787,,China,
Shanghai,,1980,4922471,,China,
Shanghai,,1985,6276781,,China,
Shanghai,,1990,7783199,,China,
Shanghai,,1995,10567164,,China,
Shanghai,,2000,14034558,,China,
Shanghai,,2005,17111106,,China,
Shanghai,,2010,20525274,,China,
Shanghai,,2015,23830644,,China,
Shanghai,,2020,27654480,27654480,China,China
Shanghai,,2025,,29558908,,China
Shanghai,,2030,,31297216,,China
Shanghai,,2035,,32573018,,China
Shanghai,,2040,,33759032,,China
Shanghai,,2045,,34447640,,China
Shanghai,,2050,,34912188,,China
Shanghai,,2055,,34811744,,China
Shanghai,,2060,,34443188,,China
Shanghai,,2065,,33609796,,China
Shanghai,,2070,,32860430,,China
Shanghai,,2075,,31770114,,China
Shanghai,,2080,,30683110,,China
Shanghai,,2085,,29220298,,China
Shanghai,,2090,,27737552,,China
Shanghai,,2095,,26145394,,China
Shanghai,,2100,,24665254,,China
Shenyang,,1950,2546753.2,,China,
Shenyang,,1955,2794718.2,,China,
Shenyang,,1960,3062946,,China,
Shenyang,,1965,3351485.2,,China,
Shenyang,,1970,3645594,,China,
Shenyang,,1975,3849887,,China,
Shenyang,,1980,3883595.8,,China,
Shenyang,,1985,3940787.8,,China,
Shenyang,,1990,4001744.5,,China,
